origin,date,temp,dewp,wind_dir,wind_speed,wind_gust,precipitation,amount_precipitation,visibility,pressure
EWR,2017-01-01T01:00:00Z,6,-4,210,9,18,None,0,10,29.94
EWR,2017-01-01T02:00:00Z,6,-4,200,9,0,None,0,10,29.92
EWR,2017-01-01T03:00:00Z,6,-4,200,10,0,None,0,10,29.91
EWR,2017-01-01T04:00:00Z,6,-4,230,10,0,None,0,10,29.91
EWR,2017-01-01T05:00:00Z,7,-4,220,10,0,None,0,10,29.89
EWR,2017-01-01T06:00:00Z,7,-4,210,13,18,None,0,10,29.89
EWR,2017-01-01T07:00:00Z,6,-3,230,9,0,Rain,0,10,29.9
EWR,2017-01-01T08:00:00Z,6,-3,220,7,0,None,0,10,29.91
EWR,2017-01-01T09:00:00Z,6,-4,230,9,0,None,0,10,29.94
EWR,2017-01-01T10:00:00Z,6,-4,230,10,0,None,0,10,29.96
EWR,2017-01-01T11:00:00Z,5,-4,230,10,0,None,0,10,30
EWR,2017-01-01T12:00:00Z,4,-4,220,11,0,None,0,10,30.03
EWR,2017-01-01T13:00:00Z,4,-3,220,8,0,None,0,10,30.06
EWR,2017-01-01T14:00:00Z,7,-3,230,10,0,None,0,10,30.11
EWR,2017-01-01T15:00:00Z,8,-4,290,11,0,None,0,10,30.14
EWR,2017-01-01T16:00:00Z,9,-4,300,13,0,None,0,10,30.17
EWR,2017-01-01T17:00:00Z,9,-4,320,9,18,None,0,10,30.18
EWR,2017-01-01T18:00:00Z,9,-6,310,9,18,None,0,10,30.18
EWR,2017-01-01T19:00:00Z,10,-8,300,10,20,None,0,10,30.19
EWR,2017-01-01T20:00:00Z,10,-8,300,9,0,None,0,10,30.22
EWR,2017-01-01T21:00:00Z,9,-8,310,8,0,None,0,10,30.26
EWR,2017-01-01T22:00:00Z,8,-8,310,7,0,None,0,10,30.3
EWR,2017-01-01T23:00:00Z,7,-8,340,8,0,None,0,10,30.32
EWR,2017-01-02T00:00:00Z,5,-8,30,5,0,None,0,10,30.35
EWR,2017-01-02T01:00:00Z,6,-7,60,3,0,None,0,10,30.38
EWR,2017-01-02T02:00:00Z,4,-7,40,4,0,None,0,10,30.4
EWR,2017-01-02T03:00:00Z,3,-7,20,3,0,None,0,10,30.43
EWR,2017-01-02T04:00:00Z,2,-6,30,5,0,None,0,10,30.43
EWR,2017-01-02T05:00:00Z,2,-6,20,4,0,None,0,10,30.42
EWR,2017-01-02T06:00:00Z,1,-6,30,5,0,None,0,10,30.43
EWR,2017-01-02T07:00:00Z,2,-5,40,4,0,None,0,10,30.44
EWR,2017-01-02T08:00:00Z,2,-4,30,7,0,None,0,10,30.44
EWR,2017-01-02T09:00:00Z,1,-4,20,4,0,None,0,10,30.46
EWR,2017-01-02T10:00:00Z,1,-3,10,6,0,None,0,10,30.47
EWR,2017-01-02T11:00:00Z,2,-3,20,5,0,None,0,10,30.48
EWR,2017-01-02T12:00:00Z,2,-3,20,7,0,Rain,0,10,30.48
EWR,2017-01-02T13:00:00Z,2,-1,20,7,0,Rain,0.01,10,30.48
EWR,2017-01-02T14:00:00Z,2,0,20,6,0,Rain,0.02,9,30.49
EWR,2017-01-02T15:00:00Z,3,0,20,10,0,Rain,0,10,30.5
EWR,2017-01-02T16:00:00Z,4,2,20,7,0,Rain,0,8,30.48
EWR,2017-01-02T17:00:00Z,6,3,70,5,0,Rain,0.01,8,30.45
EWR,2017-01-02T18:00:00Z,6,3,60,6,0,Rain,0.01,8,30.42
EWR,2017-01-02T19:00:00Z,4,3,30,9,0,Rain,0.02,5,30.4
EWR,2017-01-02T20:00:00Z,5,4,30,8,0,Rain,0.04,5,30.4
EWR,2017-01-02T21:00:00Z,5,3,50,11,0,Rain,0.01,4,30.4
EWR,2017-01-02T22:00:00Z,4,3,50,8,0,Rain,0.04,3,30.39
EWR,2017-01-02T23:00:00Z,4,3,40,8,0,Rain,0.03,3,30.38
EWR,2017-01-03T00:00:00Z,4,3,20,10,0,Rain,0.01,3,30.37
EWR,2017-01-03T01:00:00Z,4,3,20,10,0,Rain,0.01,3,30.35
EWR,2017-01-03T02:00:00Z,4,3,30,12,0,Drizzle,0,5,30.31
EWR,2017-01-03T03:00:00Z,4,3,40,8,0,Drizzle,0,6,30.29
EWR,2017-01-03T04:00:00Z,4,3,30,10,0,Rain,0.03,0.5,30.3
EWR,2017-01-03T05:00:00Z,4,3,40,11,0,Rain,0.04,3,30.26
EWR,2017-01-03T06:00:00Z,4,3,40,10,0,Rain,0.03,5,30.22
EWR,2017-01-03T07:00:00Z,4,3,40,11,0,Rain,0,4,30.22
EWR,2017-01-03T08:00:00Z,4,3,30,11,0,Rain,0.01,3,30.19
EWR,2017-01-03T09:00:00Z,4,3,20,12,0,Rain,0.01,3,30.15
EWR,2017-01-03T10:00:00Z,4,4,30,12,0,Rain,0,3,30.13
EWR,2017-01-03T11:00:00Z,4,4,40,11,0,Drizzle,0.01,4,30.11
EWR,2017-01-03T12:00:00Z,4,4,40,12,0,Drizzle,0,4,30.07
EWR,2017-01-03T13:00:00Z,4,4,40,14,0,Drizzle,0,5,30.04
EWR,2017-01-03T14:00:00Z,5,4,40,12,0,Drizzle,0,0.5,30.02
EWR,2017-01-03T15:00:00Z,5,4,40,11,0,Drizzle,0.01,0.5,29.99
EWR,2017-01-03T16:00:00Z,6,5,40,9,0,Rain,0.02,0.5,29.94
EWR,2017-01-03T17:00:00Z,6,5,40,10,0,Rain,0.05,3,29.86
EWR,2017-01-03T18:00:00Z,6,5,40,13,19,Rain,0.06,3,29.79
EWR,2017-01-03T19:00:00Z,7,6,30,11,0,Rain,0.05,7,29.73
EWR,2017-01-03T20:00:00Z,6,6,30,14,0,Rain,0,0.25,29.69
EWR,2017-01-03T21:00:00Z,6,6,20,11,0,Rain,0.04,0.25,29.66
EWR,2017-01-03T22:00:00Z,7,6,30,13,0,Rain,0.07,10,29.6
EWR,2017-01-03T23:00:00Z,7,6,30,12,0,Rain,0.02,2,29.61
EWR,2017-01-04T00:00:00Z,7,6,30,11,0,Rain,0.01,2,29.56
EWR,2017-01-04T01:00:00Z,6,6,360,12,0,Rain,0.01,2,29.52
EWR,2017-01-04T02:00:00Z,6,6,360,8,0,Drizzle,0,2,29.51
EWR,2017-01-04T03:00:00Z,6,6,330,6,0,Drizzle,0,2,29.51
EWR,2017-01-04T04:00:00Z,6,6,340,6,0,Rain,0.02,6,29.49
EWR,2017-01-04T05:00:00Z,6,4,280,6,0,Rain,0.02,8,29.5
EWR,2017-01-04T06:00:00Z,6,4,280,7,0,None,0,9,29.47
EWR,2017-01-04T07:00:00Z,6,5,260,6,0,None,0,10,29.47
EWR,2017-01-04T08:00:00Z,6,5,240,6,0,None,0,10,29.45
EWR,2017-01-04T09:00:00Z,6,4,240,8,0,None,0,10,29.46
EWR,2017-01-04T10:00:00Z,6,4,230,8,0,Rain,0,10,29.46
EWR,2017-01-04T11:00:00Z,5,5,220,8,0,None,0,8,29.46
EWR,2017-01-04T12:00:00Z,6,5,230,9,0,None,0,6,29.48
EWR,2017-01-04T13:00:00Z,7,5,240,9,0,None,0,6,29.49
EWR,2017-01-04T14:00:00Z,7,6,240,11,0,None,0,7,29.5
EWR,2017-01-04T15:00:00Z,8,6,270,7,0,None,0,7,29.5
EWR,2017-01-04T16:00:00Z,9,6,240,8,0,None,0,10,29.51
EWR,2017-01-04T17:00:00Z,9,6,250,12,0,None,0,10,29.51
EWR,2017-01-04T18:00:00Z,11,5,250,16,22,None,0,10,29.49
EWR,2017-01-04T19:00:00Z,11,3,260,24,31,None,0,10,29.49
EWR,2017-01-04T20:00:00Z,11,-1,270,24,36,None,0,10,29.5
EWR,2017-01-04T21:00:00Z,10,-3,260,17,32,None,0,10,29.53
EWR,2017-01-04T22:00:00Z,9,-6,260,22,31,None,0,10,29.54
EWR,2017-01-04T23:00:00Z,8,-6,260,11,21,None,0,10,29.57
EWR,2017-01-05T00:00:00Z,7,-6,260,11,19,None,0,10,29.6
EWR,2017-01-05T01:00:00Z,5,-10,260,20,28,None,0,10,29.64
EWR,2017-01-05T02:00:00Z,3,-13,260,20,27,None,0,10,29.67
EWR,2017-01-05T03:00:00Z,2,-14,260,20,25,None,0,10,29.7
EWR,2017-01-05T04:00:00Z,2,-13,250,15,23,None,0,10,29.73
EWR,2017-01-05T05:00:00Z,1,-13,260,15,0,None,0,10,29.75
EWR,2017-01-05T06:00:00Z,0,-13,260,17,25,None,0,10,29.77
EWR,2017-01-05T07:00:00Z,-1,-13,250,15,25,None,0,10,29.8
EWR,2017-01-05T08:00:00Z,-2,-13,250,15,0,None,0,10,29.83
EWR,2017-01-05T09:00:00Z,-2,-13,260,18,0,None,0,10,29.85
EWR,2017-01-05T10:00:00Z,-2,-14,260,14,0,None,0,10,29.89
EWR,2017-01-05T11:00:00Z,-3,-14,250,14,0,None,0,10,29.92
EWR,2017-01-05T12:00:00Z,-3,-14,230,11,0,None,0,10,29.95
EWR,2017-01-05T13:00:00Z,-3,-14,260,14,0,None,0,10,29.96
EWR,2017-01-05T14:00:00Z,-3,-14,250,13,21,None,0,10,29.98
EWR,2017-01-05T15:00:00Z,-2,-14,260,16,0,None,0,10,30.01
EWR,2017-01-05T16:00:00Z,-2,-14,280,16,22,None,0,10,29.98
EWR,2017-01-05T17:00:00Z,-1,-14,250,13,0,None,0,10,29.98
EWR,2017-01-05T18:00:00Z,0,-14,260,9,0,None,0,10,29.94
EWR,2017-01-05T19:00:00Z,1,-13,260,13,0,None,0,10,29.93
EWR,2017-01-05T20:00:00Z,1,-13,260,8,0,None,0,10,29.94
EWR,2017-01-05T21:00:00Z,0,-13,230,9,0,None,0,10,29.93
EWR,2017-01-05T22:00:00Z,0,-12,250,9,0,None,0,10,29.93
EWR,2017-01-05T23:00:00Z,-1,-12,240,9,0,None,0,10,29.96
EWR,2017-01-06T00:00:00Z,-1,-11,240,10,0,None,0,10,29.96
EWR,2017-01-06T01:00:00Z,0,-11,250,10,17,None,0,10,29.98
EWR,2017-01-06T02:00:00Z,0,-11,240,10,0,None,0,10,29.98
EWR,2017-01-06T03:00:00Z,-1,-11,240,7,0,None,0,10,29.98
EWR,2017-01-06T04:00:00Z,-1,-11,230,6,0,None,0,10,29.97
EWR,2017-01-06T05:00:00Z,-1,-7,230,9,0,Snow,0,9,29.97
EWR,2017-01-06T06:00:00Z,-2,-4,260,5,0,Snow,0.02,0.5,29.97
EWR,2017-01-06T07:00:00Z,-2,-3,320,4,0,Snow,0.02,0.5,29.96
EWR,2017-01-06T08:00:00Z,-3,-4,30,3,0,Snow,0.02,0.5,29.95
EWR,2017-01-06T09:00:00Z,-3,-4,30,4,0,Snow,0,3,29.94
EWR,2017-01-06T10:00:00Z,-2,-4,340,5,0,Snow,0,3,29.95
EWR,2017-01-06T11:00:00Z,-2,-5,360,5,0,Snow,0,10,29.97
EWR,2017-01-06T12:00:00Z,-2,-6,340,9,0,Snow,0,9,30.01
EWR,2017-01-06T13:00:00Z,-2,-5,30,7,0,Snow,0,9,30.01
EWR,2017-01-06T14:00:00Z,-2,-8,10,9,0,Snow,0,10,30.05
EWR,2017-01-06T15:00:00Z,-1,-9,320,8,0,None,0,10,30.07
EWR,2017-01-06T16:00:00Z,0,-10,320,7,0,None,0,10,30.07
EWR,2017-01-06T17:00:00Z,0,-10,340,7,0,None,0,10,30.05
EWR,2017-01-06T18:00:00Z,1,-9,280,6,0,None,0,10,30.06
EWR,2017-01-06T19:00:00Z,1,-11,290,7,0,None,0,10,30.05
EWR,2017-01-06T20:00:00Z,1,-11,310,9,17,None,0,10,30.07
EWR,2017-01-06T21:00:00Z,0,-12,330,7,0,None,0,10,30.09
EWR,2017-01-06T22:00:00Z,0,-13,320,7,0,None,0,10,30.13
EWR,2017-01-06T23:00:00Z,0,-12,300,10,16,None,0,10,30.17
EWR,2017-01-07T00:00:00Z,-1,-13,320,7,0,None,0,10,30.2
EWR,2017-01-07T01:00:00Z,-2,-13,340,13,0,None,0,10,30.22
EWR,2017-01-07T02:00:00Z,-2,-13,340,11,0,None,0,10,30.24
EWR,2017-01-07T03:00:00Z,-3,-14,350,13,0,None,0,10,30.25
EWR,2017-01-07T04:00:00Z,-3,-14,360,12,0,None,0,10,30.25
EWR,2017-01-07T05:00:00Z,-4,-14,360,9,0,None,0,10,30.29
EWR,2017-01-07T06:00:00Z,-4,-14,360,10,0,None,0,10,30.28
EWR,2017-01-07T07:00:00Z,-4,-13,10,9,0,None,0,10,30.3
EWR,2017-01-07T08:00:00Z,-4,-12,20,8,0,None,0,10,30.32
EWR,2017-01-07T09:00:00Z,-4,-13,20,8,0,None,0,10,30.32
EWR,2017-01-07T10:00:00Z,-4,-13,20,10,0,None,0,10,30.33
EWR,2017-01-07T11:00:00Z,-4,-14,10,12,0,None,0,10,30.31
EWR,2017-01-07T12:00:00Z,-5,-14,20,13,0,None,0,10,30.29
EWR,2017-01-07T13:00:00Z,-5,-14,10,13,0,None,0,10,30.31
EWR,2017-01-07T14:00:00Z,-5,-13,20,13,0,Snow,0,7,30.31
EWR,2017-01-07T15:00:00Z,-6,-10,10,14,0,Snow,0,0.25,30.3
EWR,2017-01-07T16:00:00Z,-7,-8,10,11,0,Snow,0.02,0.5,30.28
EWR,2017-01-07T17:00:00Z,-7,-9,360,16,0,Snow,0.04,0.5,30.22
EWR,2017-01-07T18:00:00Z,-7,-9,360,16,23,Snow,0.01,0.75,30.19
EWR,2017-01-07T19:00:00Z,-6,-8,350,18,0,Snow,0.02,0.75,30.16
EWR,2017-01-07T20:00:00Z,-7,-8,360,12,0,Snow,0.03,0.5,30.17
EWR,2017-01-07T21:00:00Z,-6,-8,340,14,0,Snow,0.04,0.75,30.14
EWR,2017-01-07T22:00:00Z,-6,-8,350,12,21,Snow,0.05,0.25,30.15
EWR,2017-01-07T23:00:00Z,-6,-8,350,16,0,Snow,0.06,0.25,30.14
EWR,2017-01-08T00:00:00Z,-6,-8,340,14,0,Snow,0.01,0.5,30.15
EWR,2017-01-08T01:00:00Z,-6,-8,330,13,0,Snow,0.01,2,30.14
EWR,2017-01-08T02:00:00Z,-6,-9,310,10,0,Snow,0.03,4,30.14
EWR,2017-01-08T03:00:00Z,-6,-9,330,10,0,Snow,0,10,30.15
EWR,2017-01-08T04:00:00Z,-6,-11,320,9,0,Snow,0,10,30.16
EWR,2017-01-08T05:00:00Z,-6,-13,320,12,0,Snow,0,10,30.17
EWR,2017-01-08T06:00:00Z,-7,-13,310,9,0,Snow,0,10,30.18
EWR,2017-01-08T07:00:00Z,-7,-14,300,12,0,None,0,10,30.21
EWR,2017-01-08T08:00:00Z,-8,-14,310,8,0,None,0,10,30.23
EWR,2017-01-08T09:00:00Z,-8,-14,310,10,0,None,0,10,30.23
EWR,2017-01-08T10:00:00Z,-8,-15,280,6,0,None,0,10,30.24
EWR,2017-01-08T11:00:00Z,-9,-15,270,8,0,None,0,10,30.26
EWR,2017-01-08T12:00:00Z,-9,-15,250,7,0,None,0,10,30.28
EWR,2017-01-08T13:00:00Z,-9,-16,270,11,0,None,0,10,30.29
EWR,2017-01-08T14:00:00Z,-8,-16,270,15,0,None,0,10,30.3
EWR,2017-01-08T15:00:00Z,-7,-16,280,15,0,None,0,10,30.31
EWR,2017-01-08T16:00:00Z,-6,-15,280,15,23,None,0,10,30.31
EWR,2017-01-08T17:00:00Z,-6,-14,290,20,28,None,0,10,30.29
EWR,2017-01-08T18:00:00Z,-5,-14,280,23,28,None,0,10,30.28
EWR,2017-01-08T19:00:00Z,-4,-15,310,19,27,None,0,10,30.29
EWR,2017-01-08T20:00:00Z,-4,-16,290,14,0,None,0,10,30.32
EWR,2017-01-08T21:00:00Z,-4,-17,300,15,28,None,0,10,30.35
EWR,2017-01-08T22:00:00Z,-5,-17,290,17,26,None,0,10,30.39
EWR,2017-01-08T23:00:00Z,-6,-17,290,16,21,None,0,10,30.43
EWR,2017-01-09T00:00:00Z,-6,-17,290,10,15,None,0,10,30.47
EWR,2017-01-09T01:00:00Z,-7,-17,310,9,0,None,0,10,30.51
EWR,2017-01-09T02:00:00Z,-7,-18,310,12,21,None,0,10,30.55
EWR,2017-01-09T03:00:00Z,-7,-17,290,9,19,None,0,10,30.58
EWR,2017-01-09T04:00:00Z,-8,-18,290,12,18,None,0,10,30.61
EWR,2017-01-09T05:00:00Z,-8,-18,290,9,18,None,0,10,30.62
EWR,2017-01-09T06:00:00Z,-9,-18,290,9,0,None,0,10,30.63
EWR,2017-01-09T07:00:00Z,-9,-18,280,8,0,None,0,10,30.66
EWR,2017-01-09T08:00:00Z,-11,-18,280,7,0,None,0,10,30.67
EWR,2017-01-09T09:00:00Z,-11,-18,290,8,0,None,0,10,30.68
EWR,2017-01-09T10:00:00Z,-11,-18,280,7,0,None,0,10,30.69
EWR,2017-01-09T11:00:00Z,-11,-17,260,4,0,None,0,10,30.7
EWR,2017-01-09T12:00:00Z,-11,-17,250,6,0,None,0,10,30.7
EWR,2017-01-09T13:00:00Z,-10,-17,260,6,0,None,0,10,30.71
EWR,2017-01-09T14:00:00Z,-8,-17,290,5,0,None,0,10,30.74
EWR,2017-01-09T15:00:00Z,-8,-16,280,8,0,None,0,10,30.78
EWR,2017-01-09T16:00:00Z,-7,-16,250,5,0,None,0,10,30.75
EWR,2017-01-09T17:00:00Z,-6,-16,0,0,0,None,0,10,30.72
EWR,2017-01-09T18:00:00Z,-6,-16,240,5,0,None,0,10,30.7
EWR,2017-01-09T19:00:00Z,-6,-16,230,10,0,None,0,10,30.7
EWR,2017-01-09T20:00:00Z,-6,-15,240,6,0,None,0,10,30.68
EWR,2017-01-09T21:00:00Z,-5,-14,190,8,0,None,0,10,30.68
EWR,2017-01-09T22:00:00Z,-5,-14,180,7,0,None,0,10,30.67
EWR,2017-01-09T23:00:00Z,-6,-14,190,8,0,None,0,10,30.68
EWR,2017-01-10T00:00:00Z,-6,-13,170,4,0,None,0,10,30.68
EWR,2017-01-10T01:00:00Z,-6,-13,190,4,0,None,0,10,30.68
EWR,2017-01-10T02:00:00Z,-7,-14,210,9,0,None,0,10,30.68
EWR,2017-01-10T03:00:00Z,-8,-14,210,6,0,None,0,10,30.69
EWR,2017-01-10T04:00:00Z,-7,-14,220,6,0,None,0,10,30.68
EWR,2017-01-10T05:00:00Z,-8,-14,230,7,0,None,0,10,30.66
EWR,2017-01-10T06:00:00Z,-8,-14,220,6,0,None,0,10,30.65
EWR,2017-01-10T07:00:00Z,-8,-13,210,3,0,None,0,10,30.65
EWR,2017-01-10T08:00:00Z,-8,-13,0,0,0,None,0,10,30.64
EWR,2017-01-10T09:00:00Z,-8,-13,0,0,0,None,0,10,30.63
EWR,2017-01-10T10:00:00Z,-8,-13,0,0,0,None,0,10,30.65
EWR,2017-01-10T11:00:00Z,-8,-12,0,0,0,None,0,10,30.64
EWR,2017-01-10T12:00:00Z,-7,-12,0,0,0,None,0,10,30.64
EWR,2017-01-10T13:00:00Z,-7,-11,0,0,0,None,0,10,30.64
EWR,2017-01-10T14:00:00Z,-6,-10,0,0,0,None,0,10,30.65
EWR,2017-01-10T15:00:00Z,-4,-9,170,4,0,None,0,10,30.64
EWR,2017-01-10T16:00:00Z,-2,-10,0,0,0,None,0,10,30.62
EWR,2017-01-10T17:00:00Z,-1,-11,200,4,0,None,0,10,30.58
EWR,2017-01-10T18:00:00Z,-1,-8,170,4,0,None,0,10,30.53
EWR,2017-01-10T19:00:00Z,1,-7,140,4,0,None,0,10,30.5
EWR,2017-01-10T20:00:00Z,2,-5,100,3,0,None,0,10,30.47
EWR,2017-01-10T21:00:00Z,3,-2,140,7,0,None,0,10,30.45
EWR,2017-01-10T22:00:00Z,3,-2,-1.5,4,0,None,0,10,30.44
EWR,2017-01-10T23:00:00Z,3,-1,150,4,0,None,0,10,30.42
EWR,2017-01-11T00:00:00Z,3,-1,160,5,0,None,0,10,30.38
EWR,2017-01-11T01:00:00Z,3,1,160,5,0,None,0,10,30.35
EWR,2017-01-11T02:00:00Z,4,1,170,6,0,None,0,10,30.31
EWR,2017-01-11T03:00:00Z,5,2,170,7,0,None,0,10,30.27
EWR,2017-01-11T04:00:00Z,6,2,180,10,0,None,0,10,30.24
EWR,2017-01-11T05:00:00Z,6,3,190,8,0,None,0,10,30.21
EWR,2017-01-11T06:00:00Z,5,2,200,4,0,None,0,10,30.2
EWR,2017-01-11T07:00:00Z,5,3,180,8,0,Rain,0.05,5,30.2
EWR,2017-01-11T08:00:00Z,5,4,200,8,0,Rain,0.17,4,30.19
EWR,2017-01-11T09:00:00Z,7,6,210,15,25,Rain,0.07,7,30.17
EWR,2017-01-11T10:00:00Z,7,5,220,15,22,Rain,0.01,10,30.18
EWR,2017-01-11T11:00:00Z,7,4,240,13,0,None,0,10,30.21
EWR,2017-01-11T12:00:00Z,6,3,230,14,0,None,0,10,30.25
EWR,2017-01-11T13:00:00Z,5,3,230,11,0,None,0,10,30.28
EWR,2017-01-11T14:00:00Z,6,3,220,8,0,None,0,10,30.31
EWR,2017-01-11T15:00:00Z,7,3,230,14,19,None,0,10,30.33
EWR,2017-01-11T16:00:00Z,9,3,240,9,0,None,0,10,30.33
EWR,2017-01-11T17:00:00Z,9,3,220,6,0,None,0,10,30.31
EWR,2017-01-11T18:00:00Z,9,3,230,12,0,None,0,10,30.31
EWR,2017-01-11T19:00:00Z,11,3,250,6,0,None,0,10,30.3
EWR,2017-01-11T20:00:00Z,12,3,200,6,0,None,0,10,30.28
EWR,2017-01-11T21:00:00Z,11,3,180,4,0,None,0,10,30.29
EWR,2017-01-11T22:00:00Z,9,3,140,4,0,None,0,10,30.28
EWR,2017-01-11T23:00:00Z,8,4,150,4,0,None,0,10,30.29
EWR,2017-01-12T00:00:00Z,9,5,150,5,0,None,0,10,30.27
EWR,2017-01-12T01:00:00Z,9,5,0,0,0,None,0,10,30.25
EWR,2017-01-12T02:00:00Z,9,5,220,3,0,Rain,0,10,30.25
EWR,2017-01-12T03:00:00Z,8,6,-1.5,3,0,Rain,0.06,4,30.24
EWR,2017-01-12T04:00:00Z,8,6,180,4,0,Rain,0.11,4,30.22
EWR,2017-01-12T05:00:00Z,8,7,170,8,0,Rain,0.09,4,30.18
EWR,2017-01-12T06:00:00Z,8,8,200,9,0,Rain,0.05,5,30.16
EWR,2017-01-12T07:00:00Z,9,8,210,7,0,Rain,0.01,5,30.15
EWR,2017-01-12T08:00:00Z,10,9,220,8,0,Rain,0.01,7,30.14
EWR,2017-01-12T09:00:00Z,11,9,200,9,0,Rain,0.01,9,30.13
EWR,2017-01-12T10:00:00Z,11,9,200,11,0,None,0,9,30.1
EWR,2017-01-12T11:00:00Z,11,9,200,11,0,Rain,0.01,10,30.08
EWR,2017-01-12T12:00:00Z,12,9,190,13,0,None,0.01,10,30.08
EWR,2017-01-12T13:00:00Z,12,10,210,9,0,None,0,10,30.08
EWR,2017-01-12T14:00:00Z,12,11,210,8,0,None,0,10,30.09
EWR,2017-01-12T15:00:00Z,14,11,210,12,0,None,0,10,30.08
EWR,2017-01-12T16:00:00Z,16,11,220,17,25,None,0,10,30.06
EWR,2017-01-12T17:00:00Z,17,12,220,16,27,None,0,10,30.03
EWR,2017-01-12T18:00:00Z,18,12,230,17,21,Rain,0,10,30
EWR,2017-01-12T19:00:00Z,19,11,220,15,21,None,0,10,29.98
EWR,2017-01-12T20:00:00Z,19,11,210,16,21,None,0,10,29.96
EWR,2017-01-12T21:00:00Z,18,11,220,14,21,None,0,10,29.98
EWR,2017-01-12T22:00:00Z,18,11,220,10,0,Rain,0,10,29.99
EWR,2017-01-12T23:00:00Z,18,11,210,16,0,Rain,0,10,29.99
EWR,2017-01-13T00:00:00Z,18,11,220,13,0,None,0,10,30.01
EWR,2017-01-13T01:00:00Z,18,11,250,9,0,None,0,10,30.04
EWR,2017-01-13T03:00:00Z,17,11,230,10,0,None,0,10,30.06
EWR,2017-01-13T04:00:00Z,17,11,230,14,0,None,0,10,30.07
EWR,2017-01-13T06:00:00Z,15,12,240,11,0,Rain,0,10,30.1
EWR,2017-01-13T07:00:00Z,14,12,240,8,0,None,0,10,30.12
EWR,2017-01-13T08:00:00Z,14,11,270,10,0,None,0,10,30.15
EWR,2017-01-13T09:00:00Z,13,10,250,8,0,None,0,10,30.16
EWR,2017-01-13T10:00:00Z,12,8,280,6,0,None,0,10,30.2
EWR,2017-01-13T11:00:00Z,12,8,330,10,0,None,0,10,30.25
EWR,2017-01-13T12:00:00Z,11,5,310,15,22,None,0,10,30.29
EWR,2017-01-13T13:00:00Z,9,3,310,16,0,None,0,10,30.34
EWR,2017-01-13T14:00:00Z,9,2,340,13,18,None,0,10,30.38
EWR,2017-01-13T15:00:00Z,8,-1,340,18,23,None,0,10,30.42
EWR,2017-01-13T16:00:00Z,9,-3,310,12,0,None,0,10,30.42
EWR,2017-01-13T17:00:00Z,9,-4,340,18,24,None,0,10,30.42
EWR,2017-01-13T18:00:00Z,9,-6,320,15,25,None,0,10,30.44
EWR,2017-01-13T19:00:00Z,8,-5,310,10,21,None,0,10,30.45
EWR,2017-01-13T20:00:00Z,8,-6,310,12,21,None,0,10,30.48
EWR,2017-01-13T21:00:00Z,7,-9,340,11,0,None,0,10,30.51
EWR,2017-01-13T22:00:00Z,6,-11,330,10,21,None,0,10,30.56
EWR,2017-01-13T23:00:00Z,4,-11,320,15,21,None,0,10,30.6
EWR,2017-01-14T00:00:00Z,3,-12,330,17,25,None,0,10,30.61
EWR,2017-01-14T01:00:00Z,2,-11,340,15,20,None,0,10,30.64
EWR,2017-01-14T02:00:00Z,2,-10,340,13,19,None,0,10,30.66
EWR,2017-01-14T03:00:00Z,1,-10,340,18,24,None,0,10,30.68
EWR,2017-01-14T04:00:00Z,1,-10,350,11,0,None,0,10,30.68
EWR,2017-01-14T05:00:00Z,1,-10,350,10,0,None,0,10,30.7
EWR,2017-01-14T06:00:00Z,0,-10,340,8,0,None,0,10,30.69
EWR,2017-01-14T07:00:00Z,0,-10,360,6,0,None,0,10,30.71
EWR,2017-01-14T08:00:00Z,0,-9,20,6,0,None,0,10,30.71
EWR,2017-01-14T09:00:00Z,-1,-9,20,8,0,None,0,10,30.71
EWR,2017-01-14T10:00:00Z,-2,-9,20,8,0,None,0,10,30.7
EWR,2017-01-14T11:00:00Z,-2,-9,20,9,0,None,0,10,30.69
EWR,2017-01-14T12:00:00Z,-2,-9,10,6,0,None,0,10,30.69
EWR,2017-01-14T13:00:00Z,-2,-9,20,6,0,None,0,10,30.69
EWR,2017-01-14T14:00:00Z,-1,-10,10,7,0,None,0,10,30.69
EWR,2017-01-14T15:00:00Z,-1,-10,40,3,0,None,0,10,30.68
EWR,2017-01-14T16:00:00Z,1,-8,-1.5,3,0,None,0,10,30.65
EWR,2017-01-14T17:00:00Z,1,-9,70,4,0,None,0,10,30.6
EWR,2017-01-14T18:00:00Z,1,-8,180,6,0,None,0,10,30.57
EWR,2017-01-14T19:00:00Z,1,-9,150,4,0,None,0,10,30.53
EWR,2017-01-14T20:00:00Z,-2,-6,180,5,0,Snow,0.01,1,30.53
EWR,2017-01-14T21:00:00Z,-2,-3,0,0,0,Snow,0.04,1,30.5
EWR,2017-01-14T22:00:00Z,-2,-3,0,0,0,Snow,0.01,0.75,30.47
EWR,2017-01-14T23:00:00Z,-2,-3,200,3,0,Snow,0.02,3,30.45
EWR,2017-01-15T00:00:00Z,-1,-3,180,3,0,Snow,0.01,3,30.43
EWR,2017-01-15T01:00:00Z,-1,-2,0,0,0,Snow,0.01,3,30.41
EWR,2017-01-15T02:00:00Z,-1,-2,280,4,0,Snow,0,6,30.39
EWR,2017-01-15T03:00:00Z,-1,-2,270,4,0,Snow,0,6,30.37
EWR,2017-01-15T04:00:00Z,0,-2,260,4,0,None,0,8,30.34
